LOCATION,River MILE,SPP,Species Name,SDATE,Year,Season,SEX,Length(mm),Weight(g),Moisture(%),Lipid(%),Total PCB(ppm),Lipid PCB(ppm)= Total PCB/Lipid (%),OverLimit
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,234,158,78.5,3.06,1.12,36.601,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,235,158,80.3,2.43,0.74,30.453,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,238,182,77.9,3.35,0.69,20.597,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,264,184,82.1,1.17,0.953,81.453,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,248,230,77.7,4.65,1.1,23.656,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,269,230,79.7,1.56,1.1,70.513,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,269,248,80.2,1.19,0.78,65.546,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BB,Brown Bullhead,20020903,2002,Fall,U,290,322,79.4,1.94,1.16,59.794,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20030902,2003,Fall,U,61.9,2.3,80.9,2.56,0.97,37.891,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20030902,2003,Fall,U,64.6,2.5,81.3,2.34,0.85,36.325,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20030902,2003,Fall,U,66.6,2.7,79.8,2.13,0.89,41.784,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20060908,2006,Fall,U,67.7,2.2,77.8,4.24,1.12,26.415,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20060908,2006,Fall,U,69.8,2.4,76.3,4.98,1.23,24.699,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20060908,2006,Fall,U,71.6,2.6,74.2,5.87,1.28,21.806,No
ABOVE MARIST COLLEGE IN POUGHKEEPSIE,77.5,BBH,Brown Bullhead,20060908,2006,Fall,U,69.7,2.6,76.3,4.86,1.18,24.28,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,492,1220,69.1,9.6,4.98,51.875,Yes
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,787,3040,72.6,4.6,2.14,46.522,Yes
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,673,3420,73.3,5.8,1.44,24.828,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,705,3660,75.4,2.86,0.712,24.895,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,728,4420,77.7,5.97,0.72,12.06,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010507,2001,Spring,M,748,4680,71.2,9.07,1.336,14.73,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010508,2001,Spring,M,638,2760,77.1,1.29,0.47,36.434,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010508,2001,Spring,M,688,3440,78.3,1.42,0.675,47.535,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010508,2001,Spring,F,898,5800,78.3,3.3,0.226,6.848,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,F,999,1587,74.8,0.88,0.362,41.136,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,566,1980,74.1,2.39,0.689,28.828,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,684,3240,74.9,2.29,0.476,20.786,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,F,793,6110,73.7,6.46,1.18,18.266,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,815,6440,67.2,12.6,1.85,14.683,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,814,6680,71.1,9.07,0.87,9.592,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,817,6860,71.5,10.7,2.46,22.991,Yes
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010509,2001,Spring,M,823,7100,67.7,8.92,0.785,8.8,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,458,1000,80.4,3.37,0.628,18.635,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,680,2010,76.3,3.41,0.719,21.085,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,656,3100,76.2,2.01,0.576,28.657,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,656,3200,79,1.84,1.36,73.913,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,683,3260,74.7,4.4,0.63,14.318,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,755,4780,75.7,4.16,0.69,16.587,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,860,6980,71.3,8.44,1.072,12.701,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,F,868,7760,73.2,4.74,0.457,9.641,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20010510,2001,Spring,M,885,8540,72.5,7.6,1.631,21.461,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,585,1800,74.7,2.99,0.663,22.174,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,570,1930,75.2,3.98,0.748,18.794,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,615,2420,71.9,7.24,1.109,15.318,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,626,2440,77,1.51,0.329,21.788,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,690,3380,74.5,4.02,0.568,14.129,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,715,4100,76.6,4.03,1.42,35.236,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,755,5100,72.5,7.68,1.183,15.404,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,660,5400,74.5,5.22,1.055,20.211,No
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,878,7640,72.3,8,4.07,50.875,Yes
ESOPUS MEADOWS,88.2,STB,Striped Bass,20030428,2003,Spring,M,890,8180,76.3,3.24,0.842,25.988,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20030903,2003,Fall,U,56.1,1.2,81.5,1.63,0.65,39.877,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20030903,2003,Fall,U,66.4,2.3,81.3,2.24,0.75,33.482,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20030903,2003,Fall,U,69.9,2.6,77.9,2.69,0.906,33.68,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20030903,2003,Fall,U,71,2.8,79.5,1.96,0.79,40.306,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20030903,2003,Fall,U,73.8,3.1,81.8,2.5,1.08,43.2,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20060919,2006,Fall,U,74,2.6,74.6,5.95,1.67,28.067,No
CATSKILL CREEK MOUTH,112.2,BBH,Brown Bullhead,20060919,2006,Fall,U,78.7,3.3,74,6.68,2,29.94,Yes
CATSKILL CREEK MOUTH,112.2,YP,Yellow Perch,20060919,2006,Fall,U,127,20.1,75.5,3.75,1.13,30.133,No
MOUTH OF CATSKILL CREEK NEAR POINT COVE RESTAURANT,112.9,YP,Yellow Perch,20010605,2001,Summer,U,128,22,81.3,0.74,0.361,48.784,No
MOUTH OF CATSKILL CREEK NEAR POINT COVE RESTAURANT,112.9,YP,Yellow Perch,20010605,2001,Summer,U,128,22,79.2,1.02,0.356,34.902,No
MOUTH OF CATSKILL CREEK NEAR POINT COVE RESTAURANT,112.9,YP,Yellow Perch,20010605,2001,Summer,U,135,24,82.5,0.45,0.205,45.556,No
MOUTH OF CATSKILL CREEK NEAR POINT COVE RESTAURANT,112.9,YP,Yellow Perch,20010605,2001,Summer,U,142,28,79.9,0.75,0.245,32.667,No
MOUTH OF CATSKILL CREEK NEAR POINT COVE RESTAURANT,112.9,YP,Yellow Perch,20010605,2001,Summer,U,149,34,79.6,1.27,0.65,51.181,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20010605,2001,Summer,F,201,106,80.5,2.57,0.349,13.58,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20010605,2001,Summer,F,279,340,78.9,0.66,0.356,53.939,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020507,2002,Spring,F,240,176,81.8,2.91,1.05,36.082,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020507,2002,Spring,F,252,222,79,2.03,0.81,39.901,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020507,2002,Spring,F,286,304,77.4,1.48,0.59,39.865,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020507,2002,Spring,F,283,306,80.8,0.75,0.37,49.333,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020507,2002,Spring,F,290,360,75.5,1.94,0.579,29.845,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,F,250,196,78.8,1.92,0.76,39.583,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,F,282,266,79.1,0.96,0.703,73.229,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,M,284,282,79.2,1.76,0.65,36.932,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,F,278,286,81.1,1.67,0.63,37.725,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,M,290,324,77.1,4.14,0.87,21.014,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,M,301,368,84.8,0.38,0.123,32.368,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020527,2002,Spring,M,336,604,77.8,1.78,0.73,41.011,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020625,2002,Summer,F,262,216,82.9,1.24,0.83,66.935,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020625,2002,Summer,F,256,242,79.5,2.79,1.08,38.71,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20020625,2002,Summer,M,268,268,81.6,1.6,0.75,46.875,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,249,194,79.9,0.94,0.228,24.255,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,247,200,79.3,1.61,0.55,34.161,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,239,210,81.8,1.07,0.252,23.551,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,248,218,79.3,1.18,0.353,29.915,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,246,220,81.5,1.12,0.3,26.786,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,248,238,77.5,2.09,0.8,38.278,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,271,246,81.9,1.02,0.22,21.569,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,262,254,80.9,0.91,0.293,32.198,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,265,264,80.8,0.52,0.171,32.885,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,269,268,82.4,0.7,0.247,35.286,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,268,268,80.3,1.38,0.292,21.159,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,266,278,79.9,1.26,0.324,25.714,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,272,294,81.7,0.88,0.216,24.545,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,268,294,81.2,0.81,0.254,31.358,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,277,294,81.4,1.17,0.47,40.171,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,273,308,81.7,1.58,0.505,31.962,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,F,275,338,80.9,1.13,0.351,31.062,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,299,360,80.6,1.37,1.09,79.562,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,287,364,81.6,0.42,0.109,25.952,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20030521,2003,Spring,M,291,382,82.2,0.37,0.136,36.757,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040511,2004,Spring,U,272,232,83.5,0.61,0.512,83.934,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040511,2004,Spring,U,266,266,82.1,2.52,0.98,38.889,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040511,2004,Spring,U,306,392,82.2,1.11,0.434,39.099,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,212,122,81.3,1.46,0.319,21.849,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,218,124,81.2,1.56,0.58,37.179,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,262,206,78.8,1.01,0.548,54.257,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,243,212,80.9,0.97,0.153,15.773,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,261,242,82.6,0.48,0.155,32.292,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,263,258,80.6,1.3,0.356,27.385,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,265,264,81.9,1.28,0.206,16.094,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,272,272,82,0.69,0.161,23.333,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,288,290,82,0.67,0.266,39.701,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,266,302,82.6,0.82,0.211,25.732,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,273,336,79.9,1.82,0.427,23.462,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20040527,2004,Spring,U,299,366,82,0.88,0.519,58.977,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,F,266,240,81.6,1.79,0.61,34.078,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,F,267,244,79.9,1.2,0.288,24,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,F,257,246,81.4,1.31,0.267,20.382,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,252,250,80.2,0.83,0.172,20.723,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,276,270,82.4,0.89,0.461,51.798,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,F,286,284,80.9,1.22,0.6,49.18,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,175,290,80.1,2.13,0.82,38.498,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,288,314,82.7,0.76,0.523,68.816,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,282,318,82.5,0.7,0.104,14.857,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20050531,2005,Spring,M,310,358,84.3,0.37,0.125,33.784,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,F,250,192,81.9,1.47,0.262,17.823,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,245,200,81.6,0.64,0.081,12.656,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,261,216,81.5,1.22,0.262,21.475,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,F,256,226,80,1.31,0.235,17.939,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,F,259,230,80.5,0.82,0.415,50.61,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,280,266,82.2,1.2,0.225,18.75,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,F,276,280,81.9,1.67,0.42,25.15,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,273,282,79.5,0.69,0.074,10.725,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,292,300,79,1.2,0.195,16.25,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,F,277,316,82.5,0.46,0.16,34.783,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,290,366,82.1,0.98,0.333,33.98,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20060605,2006,Summer,M,312,486,82.7,1.05,0.245,23.333,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,261,192,83.2,0.47,0.087,18.511,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,F,251,216,81.2,1.2,0.397,33.083,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,F,277,224,82.3,0.56,0.173,30.893,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,258,246,79.1,2.2,0.9,40.909,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,264,248,79.4,1.92,0.423,22.031,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,259,250,80.3,2.02,0.442,21.881,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,285,260,81.8,1.09,0.403,36.972,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,390,266,82,0.82,0.374,45.61,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,265,266,81.3,1.7,0.634,37.294,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,276,268,79.4,0.6,0.308,51.333,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,275,272,81.7,0.65,0.229,35.231,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,F,277,274,82.6,0.49,0.286,58.367,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,F,283,320,79.9,1.18,0.371,31.441,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20070524,2007,Spring,M,288,326,82.4,0.44,0.291,66.136,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,231,158,84.6,0.55,0.305,55.455,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,251,188,83,0.66,0.155,23.485,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,252,200,81.8,1.05,0.215,20.476,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,240,206,81.9,1.5,0.257,17.133,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,246,224,81.8,0.8,0.211,26.375,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,254,226,81.5,1.02,0.217,21.275,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,253,228,82.3,0.73,0.11,15.068,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,265,232,83.4,1.43,0.503,35.175,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,232,234,82.4,1.08,0.258,23.889,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,253,238,80.2,0.83,0.168,20.241,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,252,240,82.2,1.56,0.315,20.192,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,276,242,85,0.57,0.189,33.158,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,275,242,82.5,0.89,0.144,16.18,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,269,248,82.7,0.48,0.295,61.458,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,266,258,82.6,0.77,0.267,34.675,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,279,260,82.2,2.69,1.585,58.922,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,276,280,83.8,0.32,0.205,64.063,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,280,296,81.6,1.76,0.33,18.75,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,M,280,306,81.9,1.4,0.474,33.857,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20080530,2008,Spring,F,289,394,83.3,0.62,0.095,15.323,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,234,158,82.6,0.69,0.291,42.174,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,277,280,83.2,1.07,0.378,35.327,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,278,308,84.2,0.68,0.474,69.706,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,F,287,318,84.3,0.59,0.362,61.356,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,293,330,84.5,0.89,0.262,29.438,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,286,332,83.2,0.81,0.107,13.21,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,277,360,82.5,1.43,0.364,25.455,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20090619,2009,Summer,M,300,370,83.4,0.58,0.235,40.517,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,F,235,154,79.5,1.08,0.133,12.315,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,238,168,81.1,2.13,0.36,16.901,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,246,168,81,1.78,0.04,2.247,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,259,170,84.3,0.593,0.303,51.096,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,248,180,80.1,1.53,0.409,26.732,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,233,184,80.2,5.36,0.2,3.731,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,247,192,80.9,1.39,0.279,20.072,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,273,200,83.3,0.918,0.416,45.316,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,254,204,79.9,2.52,0.37,14.683,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,F,263,226,80.1,2.12,0.346,16.321,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,F,252,234,80.3,0.87,0.141,16.207,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,F,255,244,79.8,1.92,0.222,11.563,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,273,258,80.3,0.724,0.11,15.193,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,263,262,81.3,1.63,0.511,31.35,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,278,264,82.8,0.792,0.117,14.773,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,274,288,81.4,1.76,0.366,20.795,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20100525,2010,Spring,M,286,350,79.5,1.48,0.122,8.243,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,237,168,79.8,0.858,0.15,17.483,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,235,174,79.4,1.44,0.3,20.833,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,243,174,77.4,0.784,0.195,24.872,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,248,176,80.2,0.915,0.345,37.705,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,250,182,82.3,0.679,0.197,29.013,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,238,190,81.8,1.44,0.383,26.597,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,258,216,79.8,0.864,0.273,31.597,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,259,236,79.7,1.64,0.523,31.89,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,266,246,80.1,1,0.472,47.2,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,269,256,82.6,1.1,0.417,37.909,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,260,264,81.1,2.37,0.523,22.068,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,278,268,84.4,0.664,0.215,32.38,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,277,280,81.9,1.38,0.55,39.855,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,267,280,81.4,0.88,0.268,30.455,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,276,280,80.8,0.638,0.319,50,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,272,284,81.3,2.29,0.869,37.948,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,281,310,84.7,0.718,0.224,31.198,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,277,312,83.5,0.428,0.214,50,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,M,282,326,81.7,0.796,0.167,20.98,No
CATSKILL VICINITY,113,BB,Brown Bullhead,20110527,2011,Spring,F,355,528,80.7,1.46,0.12,8.219,No
CATSKILL VICINITY,113,CHC,Catfish (channel),20090619,2009,Summer,F,505,1212,75.2,11.6,8.486,73.155,Yes
