LOCATION,River MILE,SPP,Species Name,SDATE,Year,Season,SEX,Length(mm),Weight(g),Moisture(%),Lipid(%),Total PCB(ppm),Lipid PCB(ppm)= Total PCB/Lipid (%),OverLimit
PIERMONT,24.8,WC,Catfish (White),20070606,2007,Summer,M,407,1226,80.2,3.99,1.666,41.754,No
PIERMONT,24.8,WC,Catfish (White),20070606,2007,Summer,M,431,1320,78.3,2.67,1.922,71.985,No
PIERMONT,24.8,WC,Catfish (White),20070606,2007,Summer,F,463,1626,80.4,1.37,1.504,109.781,No
PIERMONT,24.8,WC,Catfish (White),20070606,2007,Summer,F,461,1694,79.5,4.04,2.192,54.257,Yes
PIERMONT,24.8,WC,Catfish (White),20080605,2008,Summer,F,336,576,80.9,1.99,0.592,29.749,No
PIERMONT,24.8,WC,Catfish (White),20080605,2008,Summer,M,348,646,79.8,4.17,0.999,23.957,No
PIERMONT,24.8,WC,Catfish (White),20080605,2008,Summer,F,393,975,81.5,1.41,0.872,61.844,No
PIERMONT,24.8,WC,Catfish (White),20080605,2008,Summer,M,465,1514,82,0.96,0.525,54.688,No
PIERMONT,24.8,WC,Catfish (White),20080605,2008,Summer,F,448,1584,77.6,5.74,1.756,30.592,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,590,2200,75.3,3.04,0.528,17.368,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,615,2740,72.5,3.6,0.78,21.667,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,690,2820,68.4,11.5,1.002,8.713,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,641,2920,71.9,5.65,0.867,15.345,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,638,2940,73.8,4.7,1.001,21.298,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010416,2001,Spring,M,675,3640,76.6,6.06,0.724,11.947,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,F,581,2080,74.6,2.64,0.356,13.485,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,632,2860,73.3,3.65,0.474,12.986,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,640,2880,75.3,7.79,0.794,10.193,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,643,2960,71.8,7.35,0.899,12.231,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,667,3200,70.7,6.85,0.869,12.686,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,649,3260,74.2,3.12,0.748,23.974,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,691,3560,74.1,6.77,1.65,24.372,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,711,4060,74.2,3.87,0.93,24.031,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010417,2001,Spring,M,785,5840,66.8,10.1,0.39,3.861,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010423,2001,Spring,M,605,2380,74,3.94,0.517,13.122,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010423,2001,Spring,M,655,3180,76.2,3.51,0.743,21.168,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010423,2001,Spring,M,672,3220,76,4.42,0.439,9.932,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010423,2001,Spring,M,732,3840,73.4,4.19,2.28,54.415,Yes
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010423,2001,Spring,M,749,4380,75.3,6.64,1.48,22.289,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,1015,2223,75.6,3.43,0.318,9.271,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,655,2790,71.4,4.92,0.312,6.341,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,M,685,2890,76.4,2.17,0.448,20.645,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,872,3100,74.9,6.35,0.583,9.181,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,M,690,3190,72.7,3.39,0.477,14.071,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,659,3300,72.5,5.03,0.465,9.245,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,678,3500,73,5.7,0.371,6.509,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,697,3700,72.6,7.47,0.582,7.791,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,704,3890,71.4,6.02,0.447,7.425,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,780,4210,74.4,3.88,0.622,16.031,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,816,5800,73.6,6.65,0.672,10.105,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,870,5880,73.4,6.12,0.401,6.552,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010430,2001,Spring,F,870,6120,73.1,5.47,0.406,7.422,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,M,599,2300,75.3,3.7,1.3,35.135,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,M,599,2380,75.1,4.32,0.89,20.602,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,M,611,2480,74.2,4.57,0.412,9.015,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,M,675,2840,77.2,1.59,0.626,39.371,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,F,675,2920,78.9,0.62,0.322,51.935,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,F,687,3020,77,2.71,0.764,28.192,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20010502,2001,Spring,M,637,3400,69,10.2,0.421,4.127,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,577,2140,73.7,3.3,52.98,1605.455,Yes
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,610,2300,76.1,3.39,0.489,14.425,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,636,2700,76.4,1.68,0.509,30.298,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,645,2720,75.9,3.79,2.6,68.602,Yes
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,620,2800,71.8,2.72,0.389,14.301,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,645,2800,75.9,3.41,0.318,9.326,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,647,2880,75,2.7,0.446,16.519,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,652,2940,73.9,3.41,0.841,24.663,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,666,3160,74.7,2.47,0.3,12.146,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,709,3400,77.1,0.87,0.315,36.207,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,737,3700,75.6,3.21,0.508,15.826,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,710,3700,68,4.56,0.433,9.496,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,726,3740,74.9,1.83,0.615,33.607,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,710,3740,71.3,4.77,0.424,8.889,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,704,3800,76,2.91,0.6,20.619,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,708,3840,73.9,2.41,0.769,31.909,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,730,4520,74.9,2.55,0.661,25.922,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,M,761,4960,74,6.68,0.593,8.877,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,855,6140,77.1,0.5,0.421,84.2,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020419,2002,Spring,F,902,7980,73.8,2.21,0.23,10.407,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020502,2002,Spring,M,661,2800,75.3,2.83,0.407,14.382,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020502,2002,Spring,M,644,3020,75.8,1.48,0.37,25,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20020502,2002,Spring,F,754,3960,76,1.41,0.173,12.27,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,510,1300,74.3,5.34,0.486,9.101,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,520,1320,76.3,3.08,0.557,18.084,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,522,1380,76,3.01,0.677,22.492,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,525,1400,74.8,3.76,0.35,9.309,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,517,1410,76.2,2.39,0.275,11.506,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,600,1600,77,2.51,0.81,32.271,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,541,1680,78.3,2.28,0.757,33.202,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,553,1700,78.6,2.49,0.697,27.992,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,554,1720,75.3,4.51,0.803,17.805,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20030418,2003,Spring,M,629,2580,71.3,10.1,0.463,4.584,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040413,2004,Spring,M,452,915,75.1,4.31,0.533,12.367,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040413,2004,Spring,F,634,2750,78.6,2.19,0.215,9.817,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040413,2004,Spring,M,705,3810,78.5,1.69,0.325,19.231,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040414,2004,Spring,F,494,1210,77,1.87,0.236,12.62,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040414,2004,Spring,M,535,1700,75.6,3.58,0.75,20.95,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040414,2004,Spring,F,759,4310,76.7,2.96,0.48,16.216,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040414,2004,Spring,M,742,4840,75.3,3.38,0.755,22.337,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040415,2004,Spring,M,525,1780,74,3.81,0.82,21.522,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040415,2004,Spring,F,578,1820,74.2,3.81,0.633,16.614,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040415,2004,Spring,M,786,5700,74.7,4.03,0.658,16.328,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,F,498,1240,79.3,2.03,0.349,17.192,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,F,510,1300,74.7,6.02,0.436,7.243,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,F,540,1525,78.1,2.39,0.363,15.188,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,M,526,1600,78.1,1.06,0.108,10.189,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,M,528,1620,79,2.69,0.532,19.777,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,M,575,2080,80.2,1.35,0.15,11.111,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,M,584,2260,78.3,1.12,0.115,10.268,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,M,608,2680,77.9,4.13,0.87,21.065,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040419,2004,Spring,F,855,7860,78.5,1.33,0.16,12.03,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20040421,2004,Spring,M,667,3220,78.4,1.19,0.149,12.521,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,F,500,1320,75.8,2.47,0.235,9.514,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,516,1400,75.4,4.33,0.181,4.18,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,536,1460,75.3,2.33,0.483,20.73,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,540,1460,75.6,3.67,1.082,29.482,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,544,1680,73.3,4.65,0.495,10.645,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,546,1800,75.6,8.11,0.453,5.586,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,F,561,1840,74.8,3.02,0.275,9.106,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,562,1900,75,4.1,1.71,41.707,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,587,2120,74.2,6.9,0.442,6.406,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,F,585,2160,79.1,1.11,0.201,18.108,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,600,2400,78.2,1.5,0.176,11.733,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,620,2420,78.6,2.26,0.844,37.345,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,631,2440,75.2,4.13,0.581,14.068,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,629,2540,75.4,4.08,0.561,13.75,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,605,2680,73.5,5.77,0.645,11.179,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,616,2820,76.6,4.75,0.579,12.189,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,614,2980,75.5,4.87,0.7,14.374,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,F,722,3840,80.4,1.26,0.191,15.159,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,727,4100,78.8,0.47,0.275,58.511,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050413,2005,Spring,M,732,4400,77.3,3.88,0.755,19.459,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,481,1200,74.5,3.37,0.126,3.739,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,521,1300,78.4,0.62,0.171,27.581,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,547,1500,78.2,1.68,0.585,34.821,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,518,1520,77.1,2.89,0.325,11.246,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,560,1650,74.9,4.44,0.856,19.279,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,566,1750,76.1,2.34,0.521,22.265,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,M,585,1900,77.2,2.34,0.525,22.436,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,604,2080,77.9,1.71,0.91,53.216,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,682,2650,78.6,0.58,0.347,59.828,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,M,615,2720,76.6,1.6,0.59,36.875,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,640,2820,71.9,5.1,0.745,14.608,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,M,692,3080,78.5,0.84,0.235,27.976,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,788,4600,74.2,5.12,0.705,13.77,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050422,2005,Spring,F,879,8760,74.6,3.49,0.727,20.831,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050425,2005,Spring,F,465,880,75.3,3.75,0.335,8.933,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050425,2005,Spring,F,465,1030,76.2,4.86,0.48,9.877,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050425,2005,Spring,M,524,1400,73.3,4.01,0.494,12.319,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050425,2005,Spring,M,605,2380,76.5,1.95,0.395,20.256,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050426,2005,Spring,F,563,1640,75,3.29,0.796,24.195,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20050426,2005,Spring,F,992,11340,75.6,1.51,0.082,5.43,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,582,2060,77.3,2.78,0.184,6.619,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,570,2100,77.7,2.36,2.558,108.39,Yes
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,615,2340,76.4,2.2,0.405,18.409,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,612,2380,76.4,1.78,0.153,8.596,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,F,630,2460,77.7,2.75,0.245,8.909,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,623,2860,78.2,1.08,0.219,20.278,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,680,2900,78.3,2.81,0.375,13.345,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,641,3000,75.9,2.91,0.775,26.632,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,673,3200,76.5,3.05,0.355,11.639,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,M,654,3280,78.6,2.63,0.525,19.962,No
TAPPAN ZEE BRIDGE,27,STB,Striped Bass,20060424,2006,Spring,F,677,3480,73.5,6.88,0.605,8.794,No
